POB_NOMBRE/String/set/size=100/set/order=20/set/label=Nombre;COD_PROVINCIA/Integer/set/order=30/set/label=Provincia/set/fk=true/set/fk_table=esp_provincias/set/fk_code=COD_PROVINCIA/set/fk_label=FORMAT('%02d - %s', COD_PROVINCIA, PRO_NAME)/set/foreingkey_closedlist=false/set/relation=1;COD_POBLACION/Integer/set/order=10/set/label=Poblacion;COD_ORIGENCOORDENADAS/Integer/set/order=40/set/label=Origen de las coordenadas/set/fk=true/set/fk_table=origen_coordenadas/set/fk_code=COD_ORIGENCOORDENADAS/set/fk_label=FORMAT('%02d - %s', COD_ORIGENCOORDENADAS, ORI_DESCRIPCION)/set/foreingkey_closedlist=true/set/relation=1;GEOMETRY/Geometry/set/srs=EPSG@4258/set/geomtype=Point@2D/set/order=60/set/hidden=true
"Arenys de Munt";"8";"8007";"1";"POINT (2.53985948 41.60908914)"
"Argençola";"8";"8008";"1";"POINT (1.44349093 41.59766695)"
"Argentona";"8";"8009";"1";"POINT (2.40073304 41.55414605)"
"Artés";"8";"8010";"1";"POINT (1.9510286600000002 41.799633)"
"Avià";"8";"8011";"2";"POINT (1.822711799 42.07719221)"
"Avinyó";"8";"8012";"1";"POINT (1.97121783 41.86339433)"
"Avinyó Nou";"8";"8013";"1";"POINT (1.77692952 41.36153844)"
"Aiguafreda";"8";"8014";"1";"POINT (2.25066785 41.76840775000001)"
"Badalona";"8";"8015";"1";"POINT (2.24625368 41.45262481)"
"Bagà";"8";"8016";"1";"POINT (1.8618966400000003 42.25270053)"
"Els Hostalets de Balenyà";"8";"8017";"1";"POINT (2.23355625 41.81419402)"
"Balsareny";"8";"8018";"1";"POINT (1.87760063 41.86322949)"
"Barcelona";"8";"8019";"1";"POINT (2.17634927 41.38424664)"
"Begues";"8";"8020";"1";"POINT (1.9239765400000002 41.33070635)"
"Bellprat";"8";"8021";"1";"POINT (1.43413553 41.51706258)"
"Berga";"8";"8022";"1";"POINT (1.8440247000000003 42.10328874)"
"Bigues";"8";"8023";"1";"POINT (2.2217195300000006 41.67774086)"
"Borredà";"8";"8024";"1";"POINT (1.99399235 42.13544837)"
"El Bruc";"8";"8025";"1";"POINT (1.7826575 41.57903397)"
"El Brull";"8";"8026";"1";"POINT (2.30594351 41.8171574)"
"Les Cabanyes";"8";"8027";"1";"POINT (1.68926987 41.37112957000001)"
"Canaletes";"8";"8028";"1";"POINT (1.70296958 41.47829181)"
"Cabrera de Mar";"8";"8029";"1";"POINT (2.39258336 41.52804539)"
"Cabrils";"8";"8030";"1";"POINT (2.36829644 41.52584282)"
"Calaf";"8";"8031";"1";"POINT (1.5114597 41.73400265)"
"Caldes d'Estrac";"8";"8032";"1";"POINT (2.52733996 41.56984859)"
"Caldes de Montbui";"8";"8033";"1";"POINT (2.16488078 41.63121718)"
"Calders";"8";"8034";"1";"POINT (1.9922505699999997 41.78919345)"
"Calella";"8";"8035";"1";"POINT (2.65807435 41.61378676)"
"Dusfort";"8";"8036";"2";"POINT (1.495276 41.739235)"
"Calldetenes";"8";"8037";"1";"POINT (2.28367149 41.9260391)"
"Callús";"8";"8038";"1";"POINT (1.78419181 41.78274113)"
"Campins";"8";"8039";"1";"POINT (2.46316202 41.72478625)"
"Canet de Mar";"8";"8040";"1";"POINT (2.58263796 41.58963398)"
"Canovelles";"8";"8041";"1";"POINT (2.27806994 41.62465146)"
"Cànoves";"8";"8042";"2";"POINT (2.35291599 41.69387738)"
"Canyelles";"8";"8043";"1";"POINT (1.72239127 41.28683284)"
"Capellades";"8";"8044";"1";"POINT (1.6863149 41.53137121)"
"Capolat";"8";"8045";"1";"POINT (1.75302449 42.07824313)"
"Cardedeu";"8";"8046";"1";"POINT (2.35643981 41.63857345)"
"Cardona";"8";"8047";"1";"POINT (1.6814463 41.9137431)"
"Carme";"8";"8048";"1";"POINT (1.62095444 41.5312096)"
"Casserres";"8";"8049";"1";"POINT (1.84259328 42.01371433)"
"Llinars";"8";"8050";"1";"POINT (1.70852626 42.13114005)"
"Castellar del Vallès";"8";"8051";"1";"POINT (2.08580516 41.618077760000006)"
"Castellar de n'Hug";"8";"8052";"1";"POINT (2.01715654 42.2828734)"
"el Borràs";"8";"8053";"1";"POINT (1.861576895 41.62899055)"
"Castellbisbal";"8";"8054";"1";"POINT (1.98046176 41.47486094)"
"Castellcir";"8";"8055";"1";"POINT (2.14845292 41.75917575)"
"Castelldefels";"8";"8056";"1";"POINT (1.9768064100000002 41.27877343)"
"Castell de l'Areny";"8";"8057";"1";"POINT (1.9453468300000003 42.17342443)"
"la Gornal";"8";"8058";"1";"POINT (1.59139642 41.25426298)"
"Castellfollit del Boix";"8";"8059";"1";"POINT (1.6851867000000003 41.66502174)"
"Castellfollit de Riubregós";"8";"8060";"1";"POINT (1.43806257 41.77617894)"
"Castellgalí";"8";"8061";"1";"POINT (1.8396602 41.67613293)"
"Castellnou de Bages";"8";"8062";"1";"POINT (1.83745179 41.83408104)"
"Castellolí";"8";"8063";"1";"POINT (1.70053944 41.59858126)"
"Castellterçol";"8";"8064";"1";"POINT (2.12121675 41.75134192)"
"La Múnia";"8";"8065";"1";"POINT (1.61932606 41.32614749)"
"Castellví de Rosanes";"8";"8066";"1";"POINT (1.89891728 41.44913218)"
"Centelles";"8";"8067";"1";"POINT (2.21940816 41.79843592)"
"Cervelló";"8";"8068";"1";"POINT (1.95331219 41.39575781)"
"Collbató";"8";"8069";"1";"POINT (1.8279099700000003 41.57016377)"
"Collsuspina";"8";"8070";"1";"POINT (2.17489732 41.82557802)"
"Copons";"8";"8071";"1";"POINT (1.51885626 41.63650072)"
"Corbera de Llobregat";"8";"8072";"1";"POINT (1.92914739 41.41481133)"
"Cornellà de Llobregat";"8";"8073";"1";"POINT (2.07013202 41.35546934)"
"Cubelles";"8";"8074";"1";"POINT (1.67282672 41.20872584)"
"Dosrius";"8";"8075";"1";"POINT (2.4066352 41.59451952)"
"Esparreguera";"8";"8076";"1";"POINT (1.86885891 41.54123747)"
"Esplugues de Llobregat";"8";"8077";"1";"POINT (2.0840895 41.37211895)"
"L'Espunyola";"8";"8078";"2";"POINT (1.76738 42.05376)"
"L'Estany";"8";"8079";"1";"POINT (2.11255619 41.86923785)"
"Fígols";"8";"8080";"1";"POINT (1.83665289 42.18162310000001)"
"Mosqueroles";"8";"8081";"1";"POINT (2.45368398 41.73523467)"
"Fogars de la Selva";"8";"8082";"1";"POINT (2.67967453 41.73903942)"
"Folgueroles";"8";"8083";"1";"POINT (2.31949881 41.9390191)"
"Fonollosa";"8";"8084";"1";"POINT (1.6691792100000002 41.76332667)"
"Guardiola de Font-rubí";"8";"8085";"2";"POINT (1.651743545 41.41416031)"
"Corró d'Avall";"8";"8086";"2";"POINT (2.297273637 41.6363264)"
"Gallifa";"8";"8087";"1";"POINT (2.11156373 41.69329008)"
"La Garriga";"8";"8088";"1";"POINT (2.28657941 41.68581739)"
"Gavà";"8";"8089";"1";"POINT (2.00329904 41.30331666)"
"Gaià";"8";"8090";"1";"POINT (1.9257094700000001 41.91662143)"
"Gelida";"8";"8091";"1";"POINT (1.86136831 41.44053414)"
"Gironella";"8";"8092";"1";"POINT (1.88362316 42.03421419)"
"Gisclareny";"8";"8093";"1";"POINT (1.7866634490000002 42.25015165)"
"La Granada";"8";"8094";"1";"POINT (1.71977016 41.37737297)"
"Granera";"8";"8095";"1";"POINT (2.0570041700000004 41.72551464)"
"Granollers";"8";"8096";"1";"POINT (2.286177 41.60793085)"
"Gualba";"8";"8097";"2";"POINT (2.50180713 41.73202048)"
"Sant Salvador de Guardiola";"8";"8098";"1";"POINT (1.76706597 41.68029526)"
"Guardiola de Berguedà";"8";"8099";"1";"POINT (1.87777073 42.23117944)"
"Gurb";"8";"8100";"1";"POINT (2.22222604 41.95552384)"
"L'Hospitalet de Llobregat";"8";"8101";"1";"POINT (2.10138287 41.35977051)"
"Igualada";"8";"8102";"1";"POINT (1.61829588 41.57895096)"
"Jorba";"8";"8103";"1";"POINT (1.54564515 41.60164387)"
"La Llacuna";"8";"8104";"1";"POINT (1.53455398 41.47272968)"
"La Llagosta";"8";"8105";"1";"POINT (2.19120729 41.51398767)"
"Llinars del Vallès";"8";"8106";"1";"POINT (2.39801856 41.63994246)"
"Lliçà d'Amunt";"8";"8107";"1";"POINT (2.23831648 41.61098359)"
"Lliçà de Vall";"8";"8108";"1";"POINT (2.24224029 41.59155415)"
"Santa Eulàlia de Puig-oriol";"8";"8109";"1";"POINT (2.07278051 42.06726684)"
"Malgrat de Mar";"8";"8110";"1";"POINT (2.74216721 41.64634039)"
"Malla";"8";"8111";"2";"POINT (2.24351 41.89463)"
"Manlleu";"8";"8112";"1";"POINT (2.28502818 42.00112671)"
"Manresa";"8";"8113";"2";"POINT (1.826990985 41.72312665)"
"Martorell";"8";"8114";"1";"POINT (1.91913747 41.47800328)"
"Martorelles";"8";"8115";"1";"POINT (2.23596848 41.52811993)"
"Les Masies de Roda";"8";"8116";"1";"POINT (2.306728466 41.98992862)"
"Les Masies de Voltregà";"8";"8117";"1";"POINT (2.233960559 42.02511777)"
"El Masnou";"8";"8118";"1";"POINT (2.31648978 41.47943758)"
"Masquefa";"8";"8119";"1";"POINT (1.81108415 41.50263521)"
"Matadepera";"8";"8120";"1";"POINT (2.027681 41.59921764)"
"Mataró";"8";"8121";"1";"POINT (2.44658062 41.5408469)"
"Sant Joan de Mediona";"8";"8122";"1";"POINT (1.6095610100000002 41.47602976)"
"Molins de Rei";"8";"8123";"1";"POINT (2.01736908 41.4132111)"
"Mollet del Vallès";"8";"8124";"1";"POINT (2.21349119 41.53924556)"
"Montcada";"8";"8125";"1";"POINT (2.18796375 41.48680767)"
"Montgat";"8";"8126";"1";"POINT (2.27924608 41.46808596000001)"
"Monistrol de Montserrat";"8";"8127";"1";"POINT (1.8442652600000002 41.61077964)"
"Monistrol de Calders";"8";"8128";"1";"POINT (2.01344124 41.75953746)"
"Muntanyola";"8";"8129";"1";"POINT (2.17787241 41.87823488)"
"Montclar";"8";"8130";"1";"POINT (1.76525378 42.01860035)"
"Montesquiu";"8";"8131";"1";"POINT (2.20940132 42.10946646)"
"Montmajor";"8";"8132";"2";"POINT (1.7354 42.01778)"
"Montmaneu";"8";"8133";"1";"POINT (1.41541536 41.62552907)"
"Figaró";"8";"8134";"1";"POINT (2.2736476100000003 41.72136799)"
"Montmeló";"8";"8135";"1";"POINT (2.24905716 41.54994979)"
"Montornès del Vallès";"8";"8136";"1";"POINT (2.26531071 41.54301105)"
"Montseny";"8";"8137";"1";"POINT (2.3951708800000002 41.75971074)"
"Moià";"8";"8138";"1";"POINT (2.09879806 41.81146936)"
"Mura";"8";"8139";"1";"POINT (1.97570776 41.6987531)"
"Navarcles";"8";"8140";"1";"POINT (1.9048087600000003 41.752114320000004)"
"Navàs";"8";"8141";"1";"POINT (1.87846147 41.9008495)"
"La Nou de Berguedà";"8";"8142";"1";"POINT (1.88524252 42.16597575)"
"Òdena";"8";"8143";"1";"POINT (1.63846821 41.60541091)"
"Olvan";"8";"8144";"1";"POINT (1.90522095 42.05763181)"
"Sant Miquel d'Olèrdola";"8";"8145";"1";"POINT (1.72101622 41.31989266)"
"Olesa de Bonesvalls";"8";"8146";"1";"POINT (1.84885488 41.35335407)"
"Olesa de Montserrat";"8";"8147";"1";"POINT (1.89387309 41.54584016)"
"Olivella";"8";"8148";"1";"POINT (1.81063174 41.31036088)"
"Olost";"8";"8149";"1";"POINT (2.09617479 41.98591725000001)"
"Can Branques";"8";"8150";"2";"POINT (2.239220053 42.05798976)"
"Oristà";"8";"8151";"1";"POINT (2.06026698 41.93204914)"
"Can Bou";"8";"8152";"2";"POINT (1.606862439 41.52859678)"
"Òrrius";"8";"8153";"1";"POINT (2.35494034 41.55518612)"
"Pacs del Penedès";"8";"8154";"1";"POINT (1.66960999 41.36067132)"
"Palafolls";"8";"8155";"1";"POINT (2.74918364 41.66727049)"
"Palau-solità i Plegamans";"8";"8156";"1";"POINT (2.18068232 41.58739422)"
"Pallejà";"8";"8157";"1";"POINT (1.99610661 41.42412484)"
"El Papiol";"8";"8158";"1";"POINT (2.01042293 41.43887689)"
"Parets del Vallès";"8";"8159";"1";"POINT (2.23447723 41.57329035)"
"Perafita";"8";"8160";"1";"POINT (2.1065794 42.0421094)"
"Piera";"8";"8161";"2";"POINT (1.743458481 41.51806079)"
"Els Hostalets de Pierola";"8";"8162";"2";"POINT (1.770237 41.533939)"
"Pineda de Mar";"8";"8163";"1";"POINT (2.68966552 41.628764700000005)"
"El Pla del Penedès";"8";"8164";"1";"POINT (1.71293159 41.41788382)"
"La Pobla de Claramunt";"8";"8165";"2";"POINT (1.6754868330000001 41.55497611)"
"La Pobla de Lillet";"8";"8166";"1";"POINT (1.9747492399999997 42.24430778)"
"Polinyà";"8";"8167";"1";"POINT (2.15742381 41.556565600000006)"
"Pontons";"8";"8168";"1";"POINT (1.51689813 41.41610117)"
"El Prat de Llobregat";"8";"8169";"1";"POINT (2.0926236 41.33095848)"
"Els Prats de Rei";"8";"8170";"1";"POINT (1.5420981400000002 41.70526754)"
"Prats de Lluçanès";"8";"8171";"1";"POINT (2.02937379 42.00936587)"
"Premià de Mar";"8";"8172";"1";"POINT (2.35662125 41.48960471)"
"Puigdàlber";"8";"8174";"1";"POINT (1.70048194 41.40553891)"
"Puig-reig";"8";"8175";"1";"POINT (1.88151932 41.97086915)"
"Pujalt";"8";"8176";"1";"POINT (1.42076522 41.71757984)"
"La Quar";"8";"8177";"1";"POINT (1.97382762 42.10582802)"
"Rajadell";"8";"8178";"1";"POINT (1.70630113 41.72748048)"
"Rellinars";"8";"8179";"1";"POINT (1.9107575000000003 41.63628777)"
"Ripollet";"8";"8180";"1";"POINT (2.15517594 41.49708333)"
"La Roca del Vallès";"8";"8181";"1";"POINT (2.32542696 41.58658677)"
"El Pont de Vilomara";"8";"8182";"1";"POINT (1.87116652 41.69986456)"
"Roda de Ter";"8";"8183";"1";"POINT (2.31045051 41.98389922)"
"Rubí";"8";"8184";"1";"POINT (2.03003252 41.49173695000001)"
"Rubió";"8";"8185";"1";"POINT (1.57832874 41.64443902)"
"Sabadell";"8";"8187";"1";"POINT (2.1077899400000004 41.54695899)"
"Sagàs";"8";"8188";"1";"POINT (1.96322301 42.05223484)"
"Sant Pere Sallavinera";"8";"8189";"1";"POINT (1.57460777 41.73635219)"
"Saldes";"8";"8190";"1";"POINT (1.73609251 42.22931792)"
"Sallent";"8";"8191";"1";"POINT (1.8965704300000001 41.8236577)"
"Santpedor";"8";"8192";"1";"POINT (1.83917708 41.78453445)"
"Sant Iscle de Vallalta";"8";"8193";"1";"POINT (2.56928753 41.62356007)"
"Sant Adrià de Besòs";"8";"8194";"1";"POINT (2.21447569 41.43402794)"
"Sant Agustí de Lluçanès";"8";"8195";"1";"POINT (2.12753816 42.08481721)"
"Sant Andreu de la Barca";"8";"8196";"1";"POINT (1.9752392500000002 41.44675659)"
"Sant Andreu de Llavaneres";"8";"8197";"1";"POINT (2.48247164 41.57427707)"
"Sant Antoni de Vilamajor";"8";"8198";"2";"POINT (2.400830675 41.67343747)"
"Sant Bartomeu del Grau";"8";"8199";"1";"POINT (2.17268926 41.98389071)"
"Sant Boi de Llobregat";"8";"8200";"1";"POINT (2.04182116 41.3425371)"
"Sant Boi de Lluçanès";"8";"8201";"1";"POINT (2.15178208 42.05745693)"
"Sant Celoni";"8";"8202";"1";"POINT (2.4898404 41.6897174)"
"Sant Cebrià de Vallalta";"8";"8203";"1";"POINT (2.60179064 41.62035299)"
"Sant Climent de Llobregat";"8";"8204";"1";"POINT (1.99575666 41.33636238)"
"Sant Cugat del Vallès";"8";"8205";"2";"POINT (2.085036542 41.47072185)"
"Sant Cugat Sesgarrigues";"8";"8206";"1";"POINT (1.75308213 41.36446206)"
"Sant Esteve de Palautordera";"8";"8207";"1";"POINT (2.43430206 41.70476065)"
"Sant Esteve Sesrovires";"8";"8208";"2";"POINT (1.8743160119999998 41.49324689)"
"Sant Fost de Campsentelles";"8";"8209";"1";"POINT (2.2330792 41.52003914)"
"Sant Feliu de Codines";"8";"8210";"1";"POINT (2.161917 41.68762454)"
"Sant Feliu de Llobregat";"8";"8211";"1";"POINT (2.04579427 41.38074375000001)"
"Sant Feliu Sasserra";"8";"8212";"1";"POINT (2.02329755 41.94388187)"
"Sant Fruitós de Bages";"8";"8213";"1";"POINT (1.87003405 41.75150776)"
"Vilassar de Dalt";"8";"8214";"1";"POINT (2.35833463 41.5174919)"
"Sant Hipòlit de Voltregà";"8";"8215";"1";"POINT (2.23718339 42.015635030000006)"
"Sant Jaume de Frontanyà";"8";"8216";"1";"POINT (2.02437969 42.1872088)"
"Sant Joan Despí";"8";"8217";"1";"POINT (2.05542054 41.36756402)"
"Sant Joan de Vilatorrada";"8";"8218";"1";"POINT (1.8066759599999997 41.74476103)"
"Vilassar de Mar";"8";"8219";"1";"POINT (2.39181862 41.50345155)"
"Sant Julià de Vilatorta";"8";"8220";"1";"POINT (2.32482499 41.92240618)"
"Sant Just Desvern";"8";"8221";"1";"POINT (2.07609668 41.38602589)"
"Sant Llorenç d'Hortons";"8";"8222";"1";"POINT (1.82533004 41.46817564)"
"Sant Llorenç Savall";"8";"8223";"1";"POINT (2.05744502 41.67883526)"
"L'Abella";"8";"8224";"2";"POINT (2.250965148 41.76379929)"
"Sant Martí d'Albars";"8";"8225";"1";"POINT (2.07417404 42.02792876)"
"Sant Martí de Tous";"8";"8226";"1";"POINT (1.52455178 41.55991606)"
"Sant Martí Sarroca";"8";"8227";"1";"POINT (1.6107903600000002 41.38641303)"
"Sant Martí Sesgueioles";"8";"8228";"1";"POINT (1.4898319100000001 41.70149457)"
"Sant Mateu de Bages";"8";"8229";"1";"POINT (1.73482924 41.7956461)"
"Premià de Dalt";"8";"8230";"1";"POINT (2.3415804500000004 41.50802045)"
"Sant Pere de Ribes";"8";"8231";"1";"POINT (1.77197485 41.26069324)"
"Sant Pere de Riudebitlles";"8";"8232";"1";"POINT (1.7033124500000003 41.45387708)"
"Sant Pere de Torelló";"8";"8233";"1";"POINT (2.29696989 42.0757299)"
"Sant Pere de Vilamajor";"8";"8234";"1";"POINT (2.3904278600000004 41.68357746)"
"Sant Pol de Mar";"8";"8235";"1";"POINT (2.6244038 41.60194593)"
"Sant Quintí de Mediona";"8";"8236";"1";"POINT (1.66341002 41.4625267)"
"Sant Quirze de Besora";"8";"8237";"1";"POINT (2.22310495 42.1005895)"
"Sant Quirze del Vallès";"8";"8238";"1";"POINT (2.08098195 41.53329124)"
"Sant Quirze Safaja";"8";"8239";"1";"POINT (2.1549131 41.72792438)"
"Sant Sadurní d'Anoia";"8";"8240";"1";"POINT (1.79006877 41.4247105)"
"Sant Sadurní d'Osormort";"8";"8241";"1";"POINT (2.38128252 41.90203525)"
"Marganell";"8";"8242";"1";"POINT (1.7909509499999998 41.64111656)"
"Santa Cecília de Voltregà";"8";"8243";"1";"POINT (2.22232505 41.99305489)"
"Santa Coloma de Cervelló";"8";"8244";"1";"POINT (2.01483385 41.3663146)"
"Santa Coloma de Gramenet";"8";"8245";"1";"POINT (2.2121554 41.45365731)"
"Santa Eugènia de Berga";"8";"8246";"1";"POINT (2.2834746 41.900494900000005)"
"Santa Eulàlia de Riuprimer";"8";"8247";"1";"POINT (2.18914692 41.91018978)"
"La Sagrera";"8";"8248";"1";"POINT (2.2265844 41.65270716)"
"Santa Fe del Penedès";"8";"8249";"1";"POINT (1.7212397900000003 41.38475733)"
"Santa Margarida de Montbui";"8";"8250";"2";"POINT (1.60867 41.574630000000006)"
"Els Monjos";"8";"8251";"1";"POINT (1.6640081200000003 41.32186526)"
"Barberà del Vallès";"8";"8252";"1";"POINT (2.12659424 41.51725339)"
"Santa Maria de Besora";"8";"8253";"1";"POINT (2.25696327 42.12682402)"
"L'Esquirol";"8";"8254";"1";"POINT (2.36954116 42.03533324)"
"Santa Maria de Merlès";"8";"8255";"2";"POINT (1.978219055 42.00097376000001)"
"Santa Maria de Martorelles";"8";"8256";"1";"POINT (2.25352927 41.5197053)"
"Santa Maria de Miralles";"8";"8257";"2";"POINT (1.528028 41.500736)"
"Santa Maria d'Oló";"8";"8258";"1";"POINT (2.03438754 41.87083247)"
"Santa Maria de Palautordera";"8";"8259";"1";"POINT (2.4439721 41.69278351)"
"Santa Perpètua de Mogoda";"8";"8260";"1";"POINT (2.17904833 41.53543796)"
"Santa Susanna";"8";"8261";"1";"POINT (2.70713799 41.63570977)"
"Sant Vicenç de Castellet";"8";"8262";"2";"POINT (1.8638746240000001 41.66566416)"
"Sant Vicenç dels Horts";"8";"8263";"1";"POINT (2.01065601 41.39272464)"
"Sant Vicenç de Montalt";"8";"8264";"1";"POINT (2.50930848 41.57840228)"
"Sant Vicenç de Torelló";"8";"8265";"1";"POINT (2.27397845 42.06177103)"
"Cerdanyola del Vallès";"8";"8266";"1";"POINT (2.1398926000000005 41.49134054)"
"Sentmenat";"8";"8267";"1";"POINT (2.1363655 41.60616497)"
"Cercs";"8";"8268";"1";"POINT (1.85940418 42.146664310000006)"
"Seva";"8";"8269";"1";"POINT (2.28006068 41.83939841)"
"Sitges";"8";"8270";"1";"POINT (1.8056842300000002 41.23716944)"
"Sobremunt";"8";"8271";"1";"POINT (2.16715728 42.0359988)"
"Sora";"8";"8272";"1";"POINT (2.1606287500000003 42.11247058)"
"Sant Pau d'Ordal";"8";"8273";"1";"POINT (1.7964459 41.38137113)"
"Súria";"8";"8274";"1";"POINT (1.7528779 41.83132081)"
"Tavèrnoles";"8";"8275";"1";"POINT (2.32714018 41.95228581)"
"Tagamanent";"8";"8276";"1";"POINT (2.26623659 41.73875836)"
"Talamanca";"8";"8277";"1";"POINT (1.9775061700000003 41.73773304)"
"Taradell";"8";"8278";"1";"POINT (2.28776594 41.87339318)"
"Terrassa";"8";"8279";"1";"POINT (2.01215141 41.56236346)"
"Tavertet";"8";"8280";"1";"POINT (2.41993229 41.99557353)"
"Teià";"8";"8281";"1";"POINT (2.31966318 41.50009229)"
"Tiana";"8";"8282";"1";"POINT (2.26828224 41.48460833)"
"Tona";"8";"8283";"1";"POINT (2.22740699 41.85002707)"
"Tordera";"8";"8284";"1";"POINT (2.7192519 41.69992525)"
"Torelló";"8";"8285";"1";"POINT (2.26334489 42.04691464)"
"La Torre de Claramunt";"8";"8286";"1";"POINT (1.65873137 41.53379108)"
"Lavit";"8";"8287";"1";"POINT (1.7299335800000002 41.44680602)"
"Torrelles de Foix";"8";"8288";"1";"POINT (1.572479904 41.38801064)"
"Torrelles de Llobregat";"8";"8289";"1";"POINT (1.9813139 41.35670959)"
"Ullastrell";"8";"8290";"1";"POINT (1.9574593299999998 41.5276177)"
"Vacarisses";"8";"8291";"2";"POINT (1.9187383350000002 41.60589503)"
"Vallbona d'Anoia";"8";"8292";"1";"POINT (1.70566952 41.51894458)"
"Vallcebre";"8";"8293";"1";"POINT (1.81820718 42.20392293)"
"Vallgorguina";"8";"8294";"1";"POINT (2.51016495 41.64771563)"
"Vallirana";"8";"8295";"1";"POINT (1.93107649 41.38542932)"
"Vallromanes";"8";"8296";"1";"POINT (2.30830348 41.52613666)"
"Veciana";"8";"8297";"1";"POINT (1.48696178 41.65626071)"
"Vic";"8";"8298";"1";"POINT (2.25573569 41.92838354)"
"Vilada";"8";"8299";"1";"POINT (1.92872671 42.13734441)"
"Viladecavalls";"8";"8300";"1";"POINT (1.9551158900000003 41.55777957)"
"Viladecans";"8";"8301";"1";"POINT (2.01824715 41.31732529)"
"Vilanova del Camí";"8";"8302";"1";"POINT (1.63933412 41.57161802)"
"Vilanova de Sau";"8";"8303";"1";"POINT (2.38743341 41.94845277)"
"Vilobí del Penedès";"8";"8304";"1";"POINT (1.6620982 41.38941699000001)"
"Vilafranca del Penedès";"8";"8305";"2";"POINT (1.698030084 41.34650425)"
"Vilalba Sasserra";"8";"8306";"1";"POINT (2.44470957 41.65302118)"
"Vilanova i la Geltrú";"8";"8307";"1";"POINT (1.7238399 41.22721991)"
"Serrateix";"8";"8308";"1";"POINT (1.77659209 41.94621961)"
"Rupit";"8";"8901";"1";"POINT (2.46526331 42.02376834)"
"Vilanova del Vallès";"8";"8902";"1";"POINT (2.28794144 41.55437637)"
"Sant Julià de Cerdanyola";"8";"8903";"1";"POINT (1.89299634 42.22396946)"
"Badia del Vallès";"8";"8904";"1";"POINT (2.1146554 41.50774059)"
"La Palma de Cervelló";"8";"8905";"1";"POINT (1.9656140499999997 41.41281184)"
"Abajas";"9";"9001";"1";"POINT (-3.58176303 42.62324935)"
"Adrada de Haza";"9";"9003";"1";"POINT (-3.82309492 41.59422333)"
"Río Quintanilla";"9";"9006";"1";"POINT (-3.5084341500000003 42.730954)"
"Aguilar de Bureba";"9";"9007";"1";"POINT (-3.32851643 42.59013202)"
"Albillos";"9";"9009";"1";"POINT (-3.79109464 42.27617073)"
"Alcocero de Mola";"9";"9010";"1";"POINT (-3.35835902 42.47376788)"
"Barrio de Bricia";"9";"9011";"1";"POINT (-3.84781048 42.90751582)"
"Santa Gadea de Alfoz";"9";"9012";"1";"POINT (-3.95206783 42.95577592)"
"Altable";"9";"9013";"1";"POINT (-3.07810504 42.60308288)"
"Dobro";"9";"9014";"1";"POINT (-3.63301961 42.80759204)"
"Ameyugo";"9";"9016";"1";"POINT (-3.0610886700000006 42.65622713)"
"Anguix";"9";"9017";"1";"POINT (-3.9310832500000004 41.75274276)"
"Aranda de Duero";"9";"9018";"1";"POINT (-3.6892429800000004 41.67155079)"
"Arandilla";"9";"9019";"1";"POINT (-3.43000594 41.73768375)"
"Arauzo de Miel";"9";"9020";"1";"POINT (-3.38774946 41.85988019)"
"Arauzo de Salce";"9";"9021";"1";"POINT (-3.41128952 41.81994191)"
"Arauzo de Torre";"9";"9022";"1";"POINT (-3.42318598 41.7979665)"
"Arcos";"9";"9023";"1";"POINT (-3.7566978900000003 42.2646946)"
"Arenillas de Riopisuerga";"9";"9024";"1";"POINT (-4.23380772 42.35737202)"
"Arija";"9";"9025";"1";"POINT (-3.9449876900000005 42.99388092)"
"Arlanzón";"9";"9026";"1";"POINT (-3.45701844 42.3225661)"
"Arraya de Oca";"9";"9027";"1";"POINT (-3.39813809 42.41577325)"
"Atapuerca";"9";"9029";"1";"POINT (-3.50722367 42.37819325)"
"Los Ausines";"9";"9030";"2";"POINT (-3.59472 42.22693)"
"Avellanosa de Muñó";"9";"9032";"1";"POINT (-3.82685215 41.98356325)"
"Bahabón de Esgueva";"9";"9033";"1";"POINT (-3.7284333299999997 41.86138405)"
"Los Balbases";"9";"9034";"1";"POINT (-4.06383001 42.21452748)"
"Baños de Valdearados";"9";"9035";"1";"POINT (-3.55640687 41.77122662)"
"Bañuelos de Bureba";"9";"9036";"1";"POINT (-3.28186109 42.50054846)"
"Barbadillo de Herreros";"9";"9037";"1";"POINT (-3.17710016 42.14951676)"
"Barbadillo del Mercado";"9";"9038";"1";"POINT (-3.3589328 42.03921251)"
"Barbadillo del Pez";"9";"9039";"1";"POINT (-3.22782337 42.11880545)"
"Barrio de Muñó";"9";"9041";"1";"POINT (-4.00806803 42.17450285)"
"Los Barrios de Bureba";"9";"9043";"1";"POINT (-3.39159705 42.64603967)"
"Barrios de Colina";"9";"9044";"1";"POINT (-3.46180247 42.39594673)"
"Basconcillos del Tozo";"9";"9045";"1";"POINT (-3.99093223 42.70284526)"
"Bascuñana";"9";"9046";"1";"POINT (-3.08274797 42.42431187)"
"Belbimbre";"9";"9047";"1";"POINT (-4.01281697 42.16860707)"
"Belorado";"9";"9048";"1";"POINT (-3.18970797 42.42058358)"
"Berberana";"9";"9050";"1";"POINT (-3.05948965 42.91825097)"
"Berlangas de Roa";"9";"9051";"1";"POINT (-3.8727903400000003 41.68925075)"
