POB_NOMBRE/String/set/size=100/set/order=20/set/label=Nombre;COD_PROVINCIA/Integer/set/order=30/set/label=Provincia/set/fk=true/set/fk_table=esp_provincias/set/fk_code=COD_PROVINCIA/set/fk_label=FORMAT('%02d - %s', COD_PROVINCIA, PRO_NAME)/set/foreingkey_closedlist=false/set/relation=1;COD_POBLACION/Integer/set/order=10/set/label=Poblacion;COD_ORIGENCOORDENADAS/Integer/set/order=40/set/label=Origen de las coordenadas/set/fk=true/set/fk_table=origen_coordenadas/set/fk_code=COD_ORIGENCOORDENADAS/set/fk_label=FORMAT('%02d - %s', COD_ORIGENCOORDENADAS, ORI_DESCRIPCION)/set/foreingkey_closedlist=true/set/relation=1;GEOMETRY/Geometry/set/srs=EPSG@4258/set/geomtype=Point@2D/set/order=60/set/hidden=true
"Camprovín";"26";"26037";"1";"POINT (-2.7231249 42.3539821)"
"Canales de la Sierra";"26";"26038";"1";"POINT (-3.02460061 42.14379661)"
"Canillas de Río Tuerto";"26";"26039";"1";"POINT (-2.84091298 42.39847177)"
"Cañas";"26";"26040";"1";"POINT (-2.84670151 42.39159011)"
"Cárdenas";"26";"26041";"1";"POINT (-2.76663994 42.37429785)"
"Casalarreina";"26";"26042";"1";"POINT (-2.91056384 42.54867729)"
"Castañares de Rioja";"26";"26043";"1";"POINT (-2.9322238200000004 42.51194829)"
"Castroviejo";"26";"26044";"1";"POINT (-2.66109151 42.32900337)"
"Cellorigo";"26";"26045";"1";"POINT (-3.00008472 42.627334250000004)"
"Cenicero";"26";"26046";"1";"POINT (-2.64244133 42.48159765)"
"Cervera del Río Alhama";"26";"26047";"1";"POINT (-1.9540722699999997 42.00725818)"
"Cidamón";"26";"26048";"1";"POINT (-2.87991305 42.49519878)"
"Cihuri";"26";"26049";"1";"POINT (-2.92321063 42.56498726)"
"Cirueña";"26";"26050";"1";"POINT (-2.89648233 42.41096428)"
"Clavijo";"26";"26051";"1";"POINT (-2.42507589 42.34949595)"
"Cordovín";"26";"26052";"1";"POINT (-2.81458554 42.38501298)"
"Corera";"26";"26053";"1";"POINT (-2.21935825 42.34314435)"
"Cornago";"26";"26054";"1";"POINT (-2.09537832 42.06547097)"
"Corporales";"26";"26055";"1";"POINT (-2.99498241 42.43190578)"
"Cuzcurrita de Río Tirón";"26";"26056";"1";"POINT (-2.96464708 42.54159272)"
"Daroca de Rioja";"26";"26057";"1";"POINT (-2.58204055 42.37107034)"
"Enciso";"26";"26058";"1";"POINT (-2.27015905 42.14939658)"
"Entrena";"26";"26059";"1";"POINT (-2.53138434 42.38866106)"
"Estollo";"26";"26060";"1";"POINT (-2.85031358 42.32913796)"
"Ezcaray";"26";"26061";"1";"POINT (-3.014411 42.32594879)"
"Foncea";"26";"26062";"1";"POINT (-3.03861488 42.61544052)"
"Fonzaleche";"26";"26063";"1";"POINT (-3.0120285 42.58126898)"
"Fuenmayor";"26";"26064";"1";"POINT (-2.56205791 42.46726911)"
"Galbárruli";"26";"26065";"1";"POINT (-2.96136839 42.62156359)"
"Galilea";"26";"26066";"1";"POINT (-2.23751153 42.34785983)"
"Gallinero de Cameros";"26";"26067";"1";"POINT (-2.61810189 42.1726552)"
"Gimileo";"26";"26068";"1";"POINT (-2.82164547 42.55028335)"
"Grañón";"26";"26069";"1";"POINT (-3.02805817 42.45027506)"
"Grávalos";"26";"26070";"1";"POINT (-2.00138992 42.10859664)"
"Haro";"26";"26071";"1";"POINT (-2.84581519 42.57805688)"
"Herce";"26";"26072";"1";"POINT (-2.16557855 42.21451808)"
"Herramélluri";"26";"26073";"1";"POINT (-3.01992619 42.50237624)"
"Hervías";"26";"26074";"1";"POINT (-2.88760457 42.4479254)"
"Hormilla";"26";"26075";"1";"POINT (-2.77454946 42.4377609)"
"Hormilleja";"26";"26076";"1";"POINT (-2.73112829 42.45554357)"
"Hornillos de Cameros";"26";"26077";"1";"POINT (-2.41907109 42.21054577)"
"Hornos de Moncalvillo";"26";"26078";"1";"POINT (-2.58518565 42.39139029)"
"Huércanos";"26";"26079";"1";"POINT (-2.69422624 42.42879317)"
"Igea";"26";"26080";"1";"POINT (-2.01070117 42.06990495)"
"Jalón de Cameros";"26";"26081";"1";"POINT (-2.48963775 42.21822201)"
"Laguna de Cameros";"26";"26082";"1";"POINT (-2.54289096 42.17593717)"
"Lagunilla del Jubera";"26";"26083";"1";"POINT (-2.32192017 42.33398145000001)"
"Lardero";"26";"26084";"1";"POINT (-2.46253648 42.42703917)"
"Ledesma de la Cogolla";"26";"26086";"1";"POINT (-2.71975537 42.319976)"
"Leiva";"26";"26087";"1";"POINT (-3.04719009 42.50367443)"
"Leza de Río Leza";"26";"26088";"1";"POINT (-2.40584109 42.32922423)"
"Logroño";"26";"26089";"1";"POINT (-2.44565538 42.46644945)"
"Lumbreras de Cameros";"26";"26091";"1";"POINT (-2.62274621 42.10444696)"
"Manjarrés";"26";"26092";"1";"POINT (-2.67557325 42.39213255)"
"Mansilla de la Sierra";"26";"26093";"1";"POINT (-2.94441661 42.15324171)"
"Manzanares de Rioja";"26";"26094";"1";"POINT (-2.89498957 42.39529242)"
"Matute";"26";"26095";"1";"POINT (-2.79506671 42.29852131)"
"Medrano";"26";"26096";"1";"POINT (-2.55402689 42.38222214000001)"
"Munilla";"26";"26098";"1";"POINT (-2.29526213 42.188461)"
"Murillo de Río Leza";"26";"26099";"1";"POINT (-2.32507774 42.40181532)"
"Muro de Aguas";"26";"26100";"1";"POINT (-2.11219653 42.13342059)"
"Muro en Cameros";"26";"26101";"1";"POINT (-2.52993363 42.22505911)"
"Nájera";"26";"26102";"1";"POINT (-2.73573434 42.41601826)"
"Nalda";"26";"26103";"1";"POINT (-2.48760349 42.33457253)"
"Navajún";"26";"26104";"1";"POINT (-2.09874722 41.96408418)"
"Navarrete";"26";"26105";"1";"POINT (-2.56153157 42.42953238)"
"Nestares";"26";"26106";"1";"POINT (-2.61993696 42.27015415)"
"Nieva de Cameros";"26";"26107";"1";"POINT (-2.6666505400000005 42.2189643)"
"Los Molinos de Ocón";"26";"26108";"1";"POINT (-2.209274424 42.31377191)"
"Ochánduri";"26";"26109";"1";"POINT (-3.0043485 42.52520778)"
"Ojacastro";"26";"26110";"1";"POINT (-3.00530987 42.34666356)"
"Ollauri";"26";"26111";"1";"POINT (-2.83445823 42.541477)"
"Ortigosa de Cameros";"26";"26112";"1";"POINT (-2.70465368 42.1761987)"
"Pazuengos";"26";"26113";"1";"POINT (-2.9261868 42.31723446)"
"Pedroso";"26";"26114";"1";"POINT (-2.71923203 42.30128704)"
"Pinillos";"26";"26115";"1";"POINT (-2.59674348 42.19937579)"
"Pradejón";"26";"26117";"1";"POINT (-2.06906863 42.3345457)"
"Pradillo";"26";"26118";"1";"POINT (-2.64084276 42.17637639)"
"Préjano";"26";"26119";"1";"POINT (-2.17925473 42.18759825)"
"Quel";"26";"26120";"1";"POINT (-2.0478411 42.22900027)"
"Rabanera";"26";"26121";"1";"POINT (-2.48659826 42.1896585)"
"El Rasillo de Cameros";"26";"26122";"1";"POINT (-2.69766025 42.19536391)"
"El Redal";"26";"26123";"1";"POINT (-2.20170124 42.33779905)"
"Ribafrecha";"26";"26124";"1";"POINT (-2.3875043 42.35515509)"
"Rincón de Soto";"26";"26125";"1";"POINT (-1.85033225 42.23484391)"
"Robres del Castillo";"26";"26126";"1";"POINT (-2.29164064 42.27399759)"
"Rodezno";"26";"26127";"1";"POINT (-2.8447269 42.52600138)"
"Sajazarra";"26";"26128";"1";"POINT (-2.96108476 42.58887237)"
"San Asensio";"26";"26129";"1";"POINT (-2.74969065 42.49719308000001)"
"San Millán de la Cogolla";"26";"26130";"1";"POINT (-2.8647629600000006 42.32645421)"
"San Millán de Yécora";"26";"26131";"1";"POINT (-3.0963062 42.54723292)"
"San Román de Cameros";"26";"26132";"1";"POINT (-2.47510422 42.23211602)"
"Santa Coloma";"26";"26134";"1";"POINT (-2.65614797 42.36739938)"
"Santa Engracia del Jubera";"26";"26135";"1";"POINT (-2.30546988 42.31549243)"
"Santa Eulalia Bajera";"26";"26136";"1";"POINT (-2.19083863 42.20983601)"
"Santo Domingo de la Calzada";"26";"26138";"1";"POINT (-2.95339794 42.44063181)"
"San Torcuato";"26";"26139";"1";"POINT (-2.8902808100000006 42.48183549)"
"Santurde de Rioja";"26";"26140";"1";"POINT (-2.98016437 42.38966574)"
"Santurdejo";"26";"26141";"1";"POINT (-2.95429551 42.37786022)"
"San Vicente de la Sonsierra";"26";"26142";"1";"POINT (-2.7582617 42.56223412)"
"Sojuela";"26";"26143";"1";"POINT (-2.54549093 42.36994043000001)"
"Sorzano";"26";"26144";"1";"POINT (-2.52820878 42.34235712)"
"Sotés";"26";"26145";"1";"POINT (-2.60244308 42.40014229)"
"Soto en Cameros";"26";"26146";"1";"POINT (-2.42541404 42.28577956)"
"Terroba";"26";"26147";"1";"POINT (-2.44396966 42.25844737)"
"Tirgo";"26";"26148";"1";"POINT (-2.94935944 42.54581957)"
"Tobía";"26";"26149";"1";"POINT (-2.81569109 42.29828633)"
"Tormantos";"26";"26150";"1";"POINT (-3.07401677 42.49438442)"
"Torrecilla en Cameros";"26";"26151";"1";"POINT (-2.63033158 42.25523791)"
"Torrecilla sobre Alesanco";"26";"26152";"1";"POINT (-2.83323036 42.40881768)"
"Torre en Cameros";"26";"26153";"1";"POINT (-2.51890282 42.24149471)"
"Torremontalbo";"26";"26154";"1";"POINT (-2.68511186 42.50063539)"
"Treviana";"26";"26155";"1";"POINT (-3.05149407 42.55851865)"
"Tricio";"26";"26157";"1";"POINT (-2.7191486900000004 42.40138901)"
"Tudelilla";"26";"26158";"1";"POINT (-2.11780364 42.29989822)"
"Uruñuela";"26";"26160";"1";"POINT (-2.70826778 42.44170836)"
"Valdemadera";"26";"26161";"1";"POINT (-2.0744415 41.98415532)"
"Valgañón";"26";"26162";"1";"POINT (-3.0674393 42.31696908)"
"Ventosa";"26";"26163";"1";"POINT (-2.6267813900000005 42.40427692)"
"Ventrosa";"26";"26164";"1";"POINT (-2.84963313 42.15765858)"
"Viguera";"26";"26165";"1";"POINT (-2.5335579500000005 42.3085612)"
"Villalba de Rioja";"26";"26166";"1";"POINT (-2.88706672 42.60971597)"
"Villalobar de Rioja";"26";"26167";"1";"POINT (-2.96418974 42.49124941)"
"Villamediana de Iregua";"26";"26168";"1";"POINT (-2.41987358 42.42647078)"
"Villanueva de Cameros";"26";"26169";"1";"POINT (-2.64985154 42.16757809)"
"El Villar de Arnedo";"26";"26170";"1";"POINT (-2.09416432 42.31979706)"
"Villar de Torre";"26";"26171";"1";"POINT (-2.86673225 42.37058627)"
"Villarejo";"26";"26172";"1";"POINT (-2.88761833 42.37286035)"
"Villarroya";"26";"26173";"1";"POINT (-2.06769145 42.1318962)"
"Villarta-Quintana";"26";"26174";"1";"POINT (-3.04598267 42.43261767)"
"Villavelayo";"26";"26175";"1";"POINT (-2.98557518 42.131189060000004)"
"Villaverde de Rioja";"26";"26176";"1";"POINT (-2.81344263 42.32007746)"
"Villoslada de Cameros";"26";"26177";"1";"POINT (-2.67313296 42.11360843)"
"Viniegra de Abajo";"26";"26178";"1";"POINT (-2.88777249 42.1522989)"
"Viniegra de Arriba";"26";"26179";"1";"POINT (-2.83478683 42.09549339)"
"Zarratón";"26";"26180";"1";"POINT (-2.88249052 42.51578005)"
"Zarzosa";"26";"26181";"1";"POINT (-2.34286122 42.18216942000001)"
"Zorraquín";"26";"26183";"1";"POINT (-3.03892723 42.32580814)"
"Abadín o Provecende";"27";"27001";"3";"POINT (-7.474995967 43.36358653)"
"A Seara";"27";"27002";"3";"POINT (-7.418091367000001 43.52709498)"
"Antas de Ulla";"27";"27003";"3";"POINT (-7.890354261 42.78264171)"
"O Cádavo";"27";"27004";"3";"POINT (-7.245980275000001 43.01545659)"
"San Cosme";"27";"27005";"3";"POINT (-7.233441183000001 43.54048059)"
"Becerreá";"27";"27006";"3";"POINT (-7.161554483 42.85315143)"
"Begonte";"27";"27007";"3";"POINT (-7.685861818999999 43.14996043)"
"Bóveda";"27";"27008";"3";"POINT (-7.484944839 42.62359012)"
"A Barrela";"27";"27009";"3";"POINT (-7.813409447 42.53871361)"
"Castro de Rei";"27";"27010";"3";"POINT (-7.398831947 43.20732709)"
"Castroverde";"27";"27011";"3";"POINT (-7.327239492000001 43.02953224)"
"San Román";"27";"27012";"3";"POINT (-7.063501831 42.87290315)"
"Cervo";"27";"27013";"3";"POINT (-7.411212374999999 43.67155829)"
"O Corgo";"27";"27014";"3";"POINT (-7.423694444000001 42.94094444)"
"A Feira do Monte";"27";"27015";"3";"POINT (-7.557226606 43.23641239)"
"Chantada";"27";"27016";"3";"POINT (-7.7688632250000005 42.60746956)"
"Folgoso do Courel";"27";"27017";"3";"POINT (-7.192789889000001 42.58765421)"
"A Fonsagrada";"27";"27018";"3";"POINT (-7.067361111 43.12638889)"
"Foz";"27";"27019";"3";"POINT (-7.259716642 43.56849893)"
"Friol";"27";"27020";"3";"POINT (-7.791281442000001 43.02889151)"
"Xermade";"27";"27021";"3";"POINT (-7.813336880999999 43.35478495)"
"Guitiriz";"27";"27022";"3";"POINT (-7.894119233 43.18089716)"
"Guntín de Pallares";"27";"27023";"3";"POINT (-7.698064872 42.89080404)"
"A Cruz do Incio";"27";"27024";"3";"POINT (-7.363922339 42.65647891)"
"Xove";"27";"27025";"3";"POINT (-7.509222222 43.68622222)"
"A Pobra de San Xiao";"27";"27026";"3";"POINT (-7.443999875 42.86524581)"
"Vilanova";"27";"27027";"3";"POINT (-7.298793600000001 43.47091601)"
"Lugo";"27";"27028";"3";"POINT (-7.555755439 43.00988951)"
"Meira";"27";"27029";"3";"POINT (-7.292075967 43.21280627)"
"Mondoñedo";"27";"27030";"3";"POINT (-7.363834875 43.42972589)"
"Monforte de Lemos";"27";"27031";"3";"POINT (-7.516844378000001 42.52283979)"
"Monterroso";"27";"27032";"3";"POINT (-7.8365254669999995 42.79308484)"
"Muras";"27";"27033";"3";"POINT (-7.722895472 43.46720201)"
"A Proba";"27";"27034";"3";"POINT (-7.006221686000001 42.96430903)"
"Negueira";"27";"27035";"3";"POINT (-6.893888889 43.13441667)"
"As Nogais";"27";"27037";"3";"POINT (-7.109325925 42.80915776)"
"Ourol";"27";"27038";"3";"POINT (-7.642234017000001 43.56466078)"
"Outeiro de Rei";"27";"27039";"3";"POINT (-7.613666667 43.10188889)"
"Palas de Rei";"27";"27040";"3";"POINT (-7.869267642 42.87311805)"
"O Castro de Ferreira";"27";"27041";"3";"POINT (-7.62328355 42.50578767)"
"Paradela";"27";"27042";"3";"POINT (-7.565183272 42.76141448)"
"O Páramo";"27";"27043";"3";"POINT (-7.499127547 42.84437871)"
"Pastoriza";"27";"27044";"3";"POINT (-7.351704158 43.30024095)"
"Pedrafita do Cebreiro";"27";"27045";"3";"POINT (-7.02157755 42.72686364)"
"Mosteiro";"27";"27046";"3";"POINT (-7.353424681 43.1298103)"
"A Pobra do Brollón";"27";"27047";"3";"POINT (-7.393326758000001 42.55731338)"
"A Pontenova";"27";"27048";"3";"POINT (-7.1925 43.34755556)"
"Portomarín";"27";"27049";"3";"POINT (-7.615982844 42.80768725)"
"Quiroga";"27";"27050";"3";"POINT (-7.274041539 42.47621289)"
"Ribadeo";"27";"27051";"3";"POINT (-7.039512003 43.53629223)"
"San Clodio";"27";"27052";"3";"POINT (-7.287606547000001 42.46637521)"
"O Chao de Pousadoiro";"27";"27053";"3";"POINT (-7.202523706 43.20033137)"
"As Rodrigas";"27";"27054";"3";"POINT (-7.261117819 43.3420391)"
"Samos";"27";"27055";"3";"POINT (-7.326522433 42.73077223)"
"Rábade";"27";"27056";"3";"POINT (-7.622281878 43.12081156)"
"Sarria";"27";"27057";"3";"POINT (-7.416287433 42.77697592)"
"Escairón";"27";"27058";"3";"POINT (-7.640102550000001 42.5860932)"
"Sober";"27";"27059";"3";"POINT (-7.586633572 42.4621143)"
"Taboada";"27";"27060";"3";"POINT (-7.761891414 42.71622528)"
"Trabada";"27";"27061";"3";"POINT (-7.194380218999999 43.44703826)"
"Triacastela";"27";"27062";"3";"POINT (-7.243142736000001 42.75455759)"
"Ferreira";"27";"27063";"3";"POINT (-7.437988439 43.54920345)"
"O Vicedo";"27";"27064";"3";"POINT (-7.675139453 43.73251132)"
"Vilalba";"27";"27065";"3";"POINT (-7.680761317000001 43.29710869)"
"Viveiro";"27";"27066";"3";"POINT (-7.597307264000001 43.66074911)"
"Baralla";"27";"27901";"3";"POINT (-7.251083333000001 42.89386111)"
"Burela";"27";"27902";"3";"POINT (-7.357704019 43.65912386)"
"La Acebeda";"28";"28001";"1";"POINT (-3.6252040200000004 41.08669701)"
"Ajalvir";"28";"28002";"1";"POINT (-3.48071016 40.53506813)"
"Alameda del Valle";"28";"28003";"1";"POINT (-3.84366195 40.91658315)"
"El Álamo";"28";"28004";"1";"POINT (-3.99079756 40.22825607)"
"Alcalá de Henares";"28";"28005";"1";"POINT (-3.36925102 40.48033232)"
"Alcobendas";"28";"28006";"1";"POINT (-3.6324018499999995 40.54104188)"
"Alcorcón";"28";"28007";"1";"POINT (-3.8284949400000006 40.35156977)"
"Aldea del Fresno";"28";"28008";"1";"POINT (-4.20244123 40.32590971)"
"Algete";"28";"28009";"1";"POINT (-3.4977150300000006 40.59595962)"
"Alpedrete";"28";"28010";"1";"POINT (-4.02378568 40.65875745)"
"Ambite";"28";"28011";"1";"POINT (-3.1787552600000004 40.33178686)"
"Anchuelo";"28";"28012";"1";"POINT (-3.26974566 40.4657949)"
"Aranjuez";"28";"28013";"1";"POINT (-3.60279693 40.03340145)"
"Arganda del Rey";"28";"28014";"1";"POINT (-3.4391116700000004 40.30073423)"
"Arroyomolinos";"28";"28015";"1";"POINT (-3.9193550500000005 40.26819762)"
"El Atazar";"28";"28016";"1";"POINT (-3.47046361 40.9344984)"
"Batres";"28";"28017";"1";"POINT (-3.92356386 40.21091034)"
"Becerril de la Sierra";"28";"28018";"1";"POINT (-3.9862975699999996 40.71729661)"
"Belmonte de Tajo";"28";"28019";"1";"POINT (-3.33946172 40.1340266)"
"Berzosa del Lozoya";"28";"28020";"1";"POINT (-3.52403942 40.9755529)"
"El Berrueco";"28";"28021";"1";"POINT (-3.55771458 40.88952805)"
"Boadilla del Monte";"28";"28022";"1";"POINT (-3.87580597 40.40783457)"
"El Boalo";"28";"28023";"1";"POINT (-3.9180342600000007 40.71934583)"
"Braojos";"28";"28024";"1";"POINT (-3.6433606399999996 41.04025017)"
"Brea de Tajo";"28";"28025";"1";"POINT (-3.10783324 40.23017687)"
"Brunete";"28";"28026";"1";"POINT (-3.99857387 40.40551557)"
"Buitrago del Lozoya";"28";"28027";"2";"POINT (-3.6364468410000006 40.99348063)"
"Bustarviejo";"28";"28028";"1";"POINT (-3.7095749199999997 40.85846301)"
"Cabanillas de la Sierra";"28";"28029";"1";"POINT (-3.62442693 40.82120948)"
"La Cabrera";"28";"28030";"1";"POINT (-3.61496138 40.86461768)"
"Cadalso de los Vidrios";"28";"28031";"1";"POINT (-4.4426498400000005 40.30162349)"
"Camarma de Esteruelas";"28";"28032";"1";"POINT (-3.37906937 40.55005773)"
"Campo Real";"28";"28033";"1";"POINT (-3.3827645400000006 40.33920494)"
"Canencia";"28";"28034";"1";"POINT (-3.73782303 40.90960627)"
"Carabaña";"28";"28035";"1";"POINT (-3.23708598 40.25687898)"
"Casarrubuelos";"28";"28036";"1";"POINT (-3.83356503 40.17177164)"
"Cenicientos";"28";"28037";"1";"POINT (-4.4666061 40.26404347)"
"Cercedilla";"28";"28038";"1";"POINT (-4.05622297 40.74278443)"
"Cervera de Buitrago";"28";"28039";"1";"POINT (-3.5304711 40.92219447)"
"Ciempozuelos";"28";"28040";"1";"POINT (-3.61650145 40.158534790000004)"
"Cobeña";"28";"28041";"1";"POINT (-3.50463919 40.56741657)"
"Colmenar del Arroyo";"28";"28042";"1";"POINT (-4.20206147 40.41924634000001)"
"Colmenar de Oreja";"28";"28043";"1";"POINT (-3.38841132 40.10762015)"
"Colmenarejo";"28";"28044";"1";"POINT (-4.0174095 40.56052952)"
"Colmenar Viejo";"28";"28045";"1";"POINT (-3.7666501200000004 40.65765068)"
"Collado Mediano";"28";"28046";"1";"POINT (-4.02307588 40.69436536)"
"Collado Villalba";"28";"28047";"1";"POINT (-3.99272535 40.64302937)"
"Corpa";"28";"28048";"1";"POINT (-3.26254358 40.42450437)"
"Coslada";"28";"28049";"1";"POINT (-3.56749362 40.42654912)"
"Cubas de la Sagra";"28";"28050";"1";"POINT (-3.8379653399999993 40.19152446)"
"Chapinería";"28";"28051";"1";"POINT (-4.20973613 40.37781543)"
"Chinchón";"28";"28052";"1";"POINT (-3.42230623 40.14126916)"
"Daganzo de Arriba";"28";"28053";"1";"POINT (-3.45842772 40.54533857)"
"El Escorial";"28";"28054";"1";"POINT (-4.12698622 40.5849622)"
"Estremera";"28";"28055";"1";"POINT (-3.10588334 40.18481639)"
"Fresnedillas de la Oliva";"28";"28056";"1";"POINT (-4.17012337 40.48759971)"
"Fresno de Torote";"28";"28057";"1";"POINT (-3.41188083 40.59279221)"
"Fuenlabrada";"28";"28058";"1";"POINT (-3.79085287 40.28221895)"
"Fuente el Saz de Jarama";"28";"28059";"1";"POINT (-3.51417693 40.63284184)"
"Fuentidueña de Tajo";"28";"28060";"1";"POINT (-3.15943678 40.11866219)"
"Galapagar";"28";"28061";"1";"POINT (-4.003986 40.57837609)"
"Garganta de los Montes";"28";"28062";"1";"POINT (-3.68725808 40.92173721)"
"Gargantilla del Lozoya";"28";"28063";"1";"POINT (-3.71827166 40.96497712)"
"Gascones";"28";"28064";"1";"POINT (-3.64233083 41.01873537)"
"Getafe";"28";"28065";"1";"POINT (-3.7293523599999996 40.30403754)"
"Griñón";"28";"28066";"1";"POINT (-3.84959576 40.21414326)"
"Guadalix de la Sierra";"28";"28067";"1";"POINT (-3.6913491400000003 40.7851731)"
"Guadarrama";"28";"28068";"1";"POINT (-4.08669675 40.67350607)"
"La Hiruela";"28";"28069";"1";"POINT (-3.45356122 41.08060708)"
"Horcajo de la Sierra";"28";"28070";"1";"POINT (-3.58571493 41.06554584)"
"Horcajuelo de la Sierra";"28";"28071";"1";"POINT (-3.54593092 41.0603719)"
